"|","|__i","|__lc","|__m","|__n","|__sc","|__ri","|__rm","|__rn","|__t","|__time"
"1532186854951","114667266203281398517","1","byeee bye bye... (sent from Cst Stn.)","CST User","","","","","21 Jul 08:57 PM","1532186854951"
"1532187197615","116538970111895437793","",", (sent from Panvel)","Deepali Surve","","","","","21 Jul 09:03 PM","1532187197615"
"1532187221792","101314141910425301545","","whr is 8:41 cst fast from kalyan?? (sent from Dombivli Stn.)","Akshay Mahajan","","","","","21 Jul 09:03 PM","1532187221792"
"1532187253023","101825991954863240888","","is tomorrow megablock (sent from Malad)","Gurdeep Kaur Sahota","","","","","21 Jul 09:04 PM","1532187253023"
"1532187307772","112894370020260664055","1","bye bye bye bye everyone  (sent from Thane Stn.)","Thane User","","","","","21 Jul 09:05 PM","1532187307772"
"1532187372666","109063152753550529680","","stuck at Dadar in Thana fast, any updat (sent from Dadar Stn.)","KISHORE KATARIYA","","","","","21 Jul 09:06 PM","1532187372666"
"1532187375060","107227436834921542466","","titwala train Ko kya hogaya ruki Hui  (sent from Dadar Stn.)","Babul Yo Yo","","","","","21 Jul 09:06 PM","1532187375060"
"1532187431472","107227436834921542466","","I think  down side me problem h (sent from Parel Stn.)","Babul Yo Yo","","","","","21 Jul 09:07 PM","1532187431472"
"1532187461510","113592356043732494706","","can any one pl update on khopoli fast","Pradnya Asgekar","","","","","21 Jul 09:07 PM","1532187461510"
"1532187626361","100380053425791396324","","any train reaching kalyan yet?  (sent from Kalyan Stn.)","Shruti Karmore","","","","","21 Jul 09:10 PM","1532187626361"
"1532187640102","100380053425791396324","","towards cst (sent from Kalyan Stn.)","Shruti Karmore","","","","","21 Jul 09:10 PM","1532187640102"
"1532187709102","117219621778311963265","","is there any mega block tomorrow on central railway ? (sent from Thane)","","","","","","21 Jul 09:11 PM","1532187709102"
"1532187775585","114588471698504338676","","Kindly check Megablock details in *Most Liked Chats at right side of chat section* also the Megablock details are available in News section of m-indicator app. *News Section* button is present at top right corner of chat section","Tester1 Mobond","","117219621778311963265","is there any mega block tomorrow on central railway ? (sent from Thane)","","21 Jul 09:12 PM","1532187775585"
"1532187786920","114588471698504338676","","Kindly check Megablock details in *Most Liked Chats at right side of chat section* also the Megablock details are available in News section of m-indicator app. *News Section* button is present at top right corner of chat section","Tester1 Mobond","","101825991954863240888","is tomorrow megablock (sent from Malad)","Gurdeep Kaur Sahota","21 Jul 09:13 PM","1532187786920"
"1532187854643","104818526716416349647","","reached kalyan safely (sent from Kalyan)","Devendra Dolas","","","","","21 Jul 09:14 PM","1532187854643"
"1532187882133","104818526716416349647","","local late by 30 minutes (sent from Kalyan)","Devendra Dolas","","113592356043732494706","can any one pl update on khopoli fast","Pradnya Asgekar","21 Jul 09:14 PM","1532187882133"
"1532188203984","113580764130747615253","1","siddheshwar express is on time or delay?? (sent from Bhandup Stn.)","Pritam Ambale","","","","","21 Jul 09:20 PM","1532188203984"
"1532188302722","105014848159990281780","","karjat 8.53  kalyan stn  (sent from Kalyan Stn.)","baliram khirade","","","","","21 Jul 09:21 PM","1532188302722"
"1532188358582","105014848159990281780","","late 30 minutes (sent from Kalyan Stn.)","baliram khirade","","","","","21 Jul 09:22 PM","1532188358582"
"1532189011259","106725327015733522211","1","8.48 late 30 min (sent from Diva Jn Stn.)","Hemanshu Bhanushali","","","","","21 Jul 09:33 PM","1532189011259"
"1532189222106","107745370260122077329","","thane ka train nai aaya . train late hai kya?","Rahul Sarda","","","","","21 Jul 09:37 PM","1532189222106"
"1532189315934","107247889216289380105","1","2hr 15 min delayed","Vijay Ubale","","113580764130747615253","siddheshwar express is on time or delay?? (sent from Bhandup Stn.)","Pritam Ambale","21 Jul 09:38 PM","1532189315934"
"1532189382486","108793548568088222169","1","mumbar ","Abu Abuzar","","","","","21 Jul 09:39 PM","1532189382486"
"1532189570457","110380315328208292440","2","tommorow central railway mega block news","Fazlani Ubaid","","","","","21 Jul 09:42 PM","1532189570457"
"1532189745237","109890380614752632567","2","Mega block timing?  (sent from Sandhurst Road)","descent ash","","","","","21 Jul 09:45 PM","1532189745237"
"1532189783499","105110355662785859519","1","Bhai gadi kaha hi ","Razzak, sayyed","","","","","21 Jul 09:46 PM","1532189783499"
"1532190048084","113330409564562782451","1","update s plz (sent from Kurla Stn.)","Ishwar Padwal","","","","","21 Jul 09:50 PM","1532190048084"
"1532190200082","117167030450636150978","1","fast trains 30 min late from dombivili towards cstm (sent from Dombivli Stn.)","Kunal Gala","","","","","21 Jul 09:53 PM","1532190200082"
"1532190463824","117450332239253349027","2","hi (sent from Dadar Stn.)","Uday Mehta","","","","","21 Jul 09:57 PM","1532190463824"
"1532190562318","102670764179412623489","1","kalyan fast 15cr is cancelled 9:54 at cst  , 10:08 at dadar ,  (sent from Cst Stn.)","Junead Qureshi","","","","","21 Jul 09:59 PM","1532190562318"
"1532190657924","102329395199432867296","2","Saturday ko kitne baje train band hote he (sent from Dombivli Stn.)","Deepraj Kamble","","","","","21 Jul 10:00 PM","1532190657924"
"1532190793606","105632674644296628516","1","9:37 ki CSMT itni late kyon hai ? (sent from Thane Stn.)","Bansi Bhatane","","","","","21 Jul 10:03 PM","1532190793606"
"1532190814110","106573329589149586210","1","12141 ","Pintu Pandey","","","","","21 Jul 10:03 PM","1532190814110"
"1532191029228","109462599565432942900","1","hi","UDAY KALASE","","","","","21 Jul 10:07 PM","1532191029228"
"1532191263015","105783894768292046604","1","how to reach Khandala from Santa Cruz airport? (sent from Vile Parle)","Sanjiv Mathukia","","","","","21 Jul 10:11 PM","1532191263015"
"1532191324569","110230275066767089044","","why train so late","RHY THAM","","","","","21 Jul 10:12 PM","1532191324569"
"1532191349893","105783894768292046604","","how to reach Khandala from Santa Cruz airport? (sent from Vile Parle)","Sanjiv Mathukia","","","","","21 Jul 10:12 PM","1532191349893"
"1532191527510","106285835922072778591","","khopoli fast from Ghatkopar 10.23 ka status kya h anyone tell?","Suryapratap Kharate","","","","","21 Jul 10:15 PM","1532191527510"
"1532191707045","113658121572176030787","","उद्या मेगा ब्लॉक आहे का चेंबूर ला जायचं असेल तर!?? (sent from Panvel)","Nilima Bhosale","","","","","21 Jul 10:18 PM","1532191707045"
"1532192076254","108417807273339410006","","hi","himanshu marathe","","","","","21 Jul 10:24 PM","1532192076254"
"1532192093127","112110785285313505527","","Pune to Dadar ","Manisha Sharma","","","","","21 Jul 10:24 PM","1532192093127"
"1532192156126","113135902561379819323","","diva se  c.s.t megaaboloc hai keya (sent from Kurla)","Riyaz Sk","","","","","21 Jul 10:25 PM","1532192156126"
"1532192181772","100678804603150842069","","10:14 slow local for Khopoli is arrived on platform no 1 (sent from Vangani Stn.)","joseph pinto","","","","","21 Jul 10:26 PM","1532192181772"
"1532192196163","109920707813139847746",""," 12542 (sent from Byculla Stn.)","RIZWAN siddike","","","","","21 Jul 10:26 PM","1532192196163"
"1532192206590","109331026263723351763","","About mega block","Rajnath Tiwari","","","","","21 Jul 10:26 PM","1532192206590"
"1532192212099","104062243780206140786","","Thane divya trin chalu ahe (sent from Jogeshwari Stn.)","Aditya Chavan","","","","","21 Jul 10:26 PM","1532192212099"
"1532192213320","114588471698504338676","","Kindly check Megablock details in *Most Liked Chats at right side of chat section* also the Megablock details are available in News section of m-indicator app. *News Section* button is present at top right corner of chat section","Tester1 Mobond","","109890380614752632567","Mega block timing?  (sent from Sandhurst Road)","descent ash","21 Jul 10:26 PM","1532192213320"
"1532192216851","107177022417965829408","","is there megablock tomorrow? (sent from Thane)","kashvi gala","","","","","21 Jul 10:26 PM","1532192216851"
"1532192238421","114588471698504338676","","Kindly check Megablock details in *Most Liked Chats at right side of chat section* also the Megablock details are available in News section of m-indicator app. *News Section* button is present at top right corner of chat section","Tester1 Mobond","","110380315328208292440","tommorow central railway mega block news","Fazlani Ubaid","21 Jul 10:27 PM","1532192238421"
"1532192258732","111360729320445771489","1","hello (sent from Dombivli)","denon crasta","","","","","21 Jul 10:27 PM","1532192258732"
"1532192259262","107590512725533778034","","N90 (sent from Mahim Jn Stn.)","Daniel Giftson","","","","","21 Jul 10:27 PM","1532192259262"
"1532192310859","103231026899496238340","1","Titwala tren khute pochali","Vijay Mutdak","","","","","21 Jul 10:28 PM","1532192310859"
"1532192312702","100678804603150842069","1","10:27 Fast local for Mumbai CST will arrive  15 min late... just announced on platform no 2 This local will halt at All stn upto Kalyan onwards will halt at Dombivali, Thane, Ghatkopar, Kurla ,Dadar,Byculla...  (sent from Vangani Stn.)","joseph pinto","","","","","21 Jul 10:28 PM","1532192312702"
"1532192314469","106285835922072778591","","where is Kalyan fast 15 car? (sent from Ghatkopar)","Suryapratap Kharate","","","","","21 Jul 10:28 PM","1532192314469"
"1532192366811","114588471698504338676","","Kindly check Megablock details in *Most Liked Chats at right side of chat section* also the Megablock details are available in News section of m-indicator app. *News Section* button is present at top right corner of chat section","Tester1 Mobond","","107177022417965829408","is there megablock tomorrow? (sent from Thane)","kashvi gala","21 Jul 10:29 PM","1532192366811"
"1532192379283","113651897902521674353","","can u give me list of local train from kurla to navi mumbai","Md najmul hassan","","","","","21 Jul 10:29 PM","1532192379283"
"1532192401297","111500665368891812200","1","Kushinagar Express (sent from Tilak Nagar)","Siddiqui Javed","","","","","21 Jul 10:30 PM","1532192401297"
"1532192430841","100678804603150842069","1","Fast local for Mumbai CST from Vagani 10:27 , from Badlapur 10:35 ,from Ambernath 10:42, From Kalyan 10:54 is running 15 to 20 mins today...  (sent from Vangani Stn.)","joseph pinto","","","","","21 Jul 10:30 PM","1532192430841"
"1532192440308","101066774346965382570","","guy's  kal badlapur mai mega block h i nhi (sent from Mulund)","satish ojha Mr. blank","","","","","21 Jul 10:30 PM","1532192440308"
"1532192485580","101066774346965382570","","its urgent  (sent from Mulund)","satish ojha Mr. blank","","","","","21 Jul 10:31 PM","1532192485580"
"1532192492366","101066774346965382570","1","plz tell me (sent from Mulund)","satish ojha Mr. blank","","","","","21 Jul 10:31 PM","1532192492366"
"1532192742281","113165587825899735439","","kal mumbra se mega block rahega Kya ?","A.H Creation","","","","","21 Jul 10:35 PM","1532192742281"
"1532192752646","109952984015916630318","","is csmt badlapur local has left csmt  (sent from Dadar Stn.)","Amiz Ansari","","","","","21 Jul 10:35 PM","1532192752646"
"1532192782169","102463014346553641966","","what is about tomorrow megha block?","Govinda Bhakte","","","","","21 Jul 10:36 PM","1532192782169"
"1532192898600","113825051303518397838","","10.07 cst fast train is late by 30 min.  (sent from Kalyan)","Hemant Prasad","","","","","21 Jul 10:38 PM","1532192898600"
"1532193064045","103582924905825938412","1","gorakhpur ","Jabiullah Ansari","","","","","21 Jul 10:41 PM","1532193064045"
"1532193231390","116964242854626034299","1","vashi (sent from Bandra)","Shamim Ahmed","","","","","21 Jul 10:43 PM","1532193231390"
"1532193328415","110032658607197104320","1","train (sent from Dadar Stn.)","kamble sanjay","","","","","21 Jul 10:45 PM","1532193328415"
"1532193329968","111322499168959449660","","is this also the mega block from dadar to knjur marg","DK Singh","","","","","21 Jul 10:45 PM","1532193329968"
"1532193459285","105445975120450060708","","whats the time for megablock tommorw? (sent from Badlapur)","SWAGGY ONE","","","","","21 Jul 10:47 PM","1532193459285"
"1532193496665","113463450053781717914","","Duranto","Pravin Mendhapure","","","","","21 Jul 10:48 PM","1532193496665"
"1532193525199","101809431969685288737","","jamnagar","Santosh Singh Thakur","","","","","21 Jul 10:48 PM","1532193525199"
"1532193551267","116623881600479624599","1","what's time for megablock tomorrow in central line  (sent from Dativali Stn.)","Sanjay Wadkar","","","","","21 Jul 10:49 PM","1532193551267"
"1532193681788","102926141925427270502","","Neral  (sent from Neral Stn.)","mansoor sabuwala","","","","","21 Jul 10:51 PM","1532193681788"
"1532193814886","109018814961455305567","","which train will go ashadi ekada ahi plz list provide (sent from Vithalwadi)","Shridhar Kolekar","1","","","","21 Jul 10:53 PM","1532193814886"
"1532193857990","104771783698144692968","","7:51 ambernath cst train is cancel or not tommorow?? (sent from Ambernath Stn.)","Vishu Parte","","","","","21 Jul 10:54 PM","1532193857990"
"1532193915824","112246166943619536782","","time for tommorow megablock (sent from Diva Jn)","Varsha Gupta","","","","","21 Jul 10:55 PM","1532193915824"
"1532194170923","101548671710059674883","1","is there mega block between kasara and kalyan? tomorrow","Ebi Jesubatham","","","","","21 Jul 10:59 PM","1532194170923"
"1532194200120","109349412277904573264","2","CR Sunday  Block  between  Matunga  Road  and  Mulund Down Fast line  only.. ","ramkrish","","112246166943619536782","time for tommorow megablock (sent from Diva Jn)","Varsha Gupta","21 Jul 11:00 PM","1532194200120"
"1532194250029","109349412277904573264","1","Click kare News Button  jo upar  me  right  side  Corner  me  dikta  hai   ..details  milega  ","ramkrish","1","","","","21 Jul 11:00 PM","1532194250029"
"1532194370314","115262420765399595949","1","hi","Harshad Tatkare","","","","","21 Jul 11:02 PM","1532194370314"
